ticker,cik,filing_date,10k_link,long_term_outlook
DFS,1393612,2009-01-28,https://www.sec.gov/Archives/edgar/data/1393612/000119312509013205/0001193125-09-013205.txt,1
PNR,77360,2008-02-26,https://www.sec.gov/Archives/edgar/data/77360/000095013708002776/0000950137-08-002776.txt,0
MCO,1059556,2012-02-27,https://www.sec.gov/Archives/edgar/data/1059556/000119312512081639/0001193125-12-081639.txt,1
AGN,850693,2003-03-14,https://www.sec.gov/Archives/edgar/data/850693/000089256903000654/0000892569-03-000654.txt,1
WHR,106640,2005-03-04,https://www.sec.gov/Archives/edgar/data/106640/000119312505042422/0001193125-05-042422.txt,1
MRO,101778,2014-02-28,https://www.sec.gov/Archives/edgar/data/101778/000010177814000014/0000101778-14-000014.txt,0
DG,29534,2011-03-22,https://www.sec.gov/Archives/edgar/data/29534/000002953411000004/0000029534-11-000004.txt,1
GPC,40987,2010-02-26,https://www.sec.gov/Archives/edgar/data/40987/000095012310017728/0000950123-10-017728.txt,1
WFC,72971,2014-02-26,https://www.sec.gov/Archives/edgar/data/72971/000007297114000337/0000072971-14-000337.txt,1
APH,820313,2006-03-16,https://www.sec.gov/Archives/edgar/data/820313/000110465906016969/0001104659-06-016969.txt,1
PBI,78814,2006-03-13,https://www.sec.gov/Archives/edgar/data/78814/000120677406000420/0001206774-06-000420.txt,1
CAT,18230,2016-02-16,https://www.sec.gov/Archives/edgar/data/18230/000001823016000410/0000018230-16-000410.txt,1
TMK,320335,1997-03-25,https://www.sec.gov/Archives/edgar/data/320335/0000950109-97-002410.txt,1
ETR,65984,1998-03-10,https://www.sec.gov/Archives/edgar/data/65984/0000065984-98-000014.txt,1
TDC,816761,2009-03-02,https://www.sec.gov/Archives/edgar/data/816761/000119312509042599/0001193125-09-042599.txt,1
BMS,11199,2017-02-17,https://www.sec.gov/Archives/edgar/data/11199/000001119917000011/0000011199-17-000011.txt,1
R,85961,2008-02-12,https://www.sec.gov/Archives/edgar/data/85961/000095014408000905/0000950144-08-000905.txt,0
PCG,1004980,2001-04-17,https://www.sec.gov/Archives/edgar/data/1004980/000092962401500037/0000929624-01-500037.txt,0
FL,850209,2011-03-28,https://www.sec.gov/Archives/edgar/data/850209/000114420411017589/0001144204-11-017589.txt,1
CERN,804753,2010-02-22,https://www.sec.gov/Archives/edgar/data/804753/000095012310015243/0000950123-10-015243.txt,1
AGN,850693,2008-02-28,https://www.sec.gov/Archives/edgar/data/850693/000089256908000184/0000892569-08-000184.txt,0
EBAY,1065088,2003-03-31,https://www.sec.gov/Archives/edgar/data/1065088/000089161803001538/0000891618-03-001538.txt,1
XRX,108772,2013-02-21,https://www.sec.gov/Archives/edgar/data/108772/000010877213000006/0000108772-13-000006.txt,1
PBCT,1378946,2007-04-13,https://www.sec.gov/Archives/edgar/data/1378946/000119312507080878/0001193125-07-080878.txt,0
SYMC,849399,2014-05-16,https://www.sec.gov/Archives/edgar/data/849399/000119312514202922/0001193125-14-202922.txt,1
LLTC,791907,2002-09-18,https://www.sec.gov/Archives/edgar/data/791907/000095000502000907/0000950005-02-000907.txt,0
PBI,78814,2004-03-09,https://www.sec.gov/Archives/edgar/data/78814/000120677404000120/0001206774-04-000120.txt,1
KEY,91576,2004-03-12,https://www.sec.gov/Archives/edgar/data/91576/000095015204001877/0000950152-04-001877.txt,1
AN,350698,2010-02-17,https://www.sec.gov/Archives/edgar/data/350698/000119312510033229/0001193125-10-033229.txt,1
MSFT,789019,1996-09-27,https://www.sec.gov/Archives/edgar/data/789019/0000891020-96-001130.txt,1
HRB,12659,2014-06-19,https://www.sec.gov/Archives/edgar/data/12659/000157484214000031/0001574842-14-000031.txt,1
MMC,62709,2014-02-27,https://www.sec.gov/Archives/edgar/data/62709/000006270914000008/0000062709-14-000008.txt,1
ADP,8670,2016-08-05,https://www.sec.gov/Archives/edgar/data/8670/000000867016000053/0000008670-16-000053.txt,1
PRU,1137774,2014-02-27,https://www.sec.gov/Archives/edgar/data/1137774/000119312514073074/0001193125-14-073074.txt,1
FOSL,883569,2000-03-31,https://www.sec.gov/Archives/edgar/data/883569/0000912057-00-015566.txt,0
TXN,97476,2009-02-24,https://www.sec.gov/Archives/edgar/data/97476/000120677409000314/0001206774-09-000314.txt,1
UNP,100885,1994-03-29,https://www.sec.gov/Archives/edgar/data/100885/0000100885-94-000006.txt,0
MMC,62709,2011-02-28,https://www.sec.gov/Archives/edgar/data/62709/000119312511047795/0001193125-11-047795.txt,1
KMI,1506307,2016-02-16,https://www.sec.gov/Archives/edgar/data/1506307/000150630716000072/0001506307-16-000072.txt,1
EQR,906107,2002-03-07,https://www.sec.gov/Archives/edgar/data/906107/000091205702009068/0000912057-02-009068.txt,0
MO,764180,1999-03-18,https://www.sec.gov/Archives/edgar/data/764180/0001047469-99-010218.txt,0
CCL,815097,2007-02-12,https://www.sec.gov/Archives/edgar/data/815097/000116923207000579/0001169232-07-000579.txt,0
PCG,1004980,2016-02-18,https://www.sec.gov/Archives/edgar/data/1004980/000100498016000065/0001004980-16-000065.txt,1
NWL,814453,1998-03-26,https://www.sec.gov/Archives/edgar/data/814453/0000895813-98-000081.txt,0
TAP,24545,2006-03-10,https://www.sec.gov/Archives/edgar/data/24545/000104746906003212/0001047469-06-003212.txt,1
MPC,1510295,2013-02-28,https://www.sec.gov/Archives/edgar/data/1510295/000119312513084698/0001193125-13-084698.txt,1
M,794367,1995-04-20,https://www.sec.gov/Archives/edgar/data/794367/0000950152-95-000681.txt,1
TXN,97476,2004-02-27,https://www.sec.gov/Archives/edgar/data/97476/000119312504031317/0001193125-04-031317.txt,0
PFG,1126328,2017-02-08,https://www.sec.gov/Archives/edgar/data/1126328/000104746917000589/0001047469-17-000589.txt,1
MMM,66740,2010-02-16,https://www.sec.gov/Archives/edgar/data/66740/000110465910007295/0001104659-10-007295.txt,1
MSFT,789019,2006-08-25,https://www.sec.gov/Archives/edgar/data/789019/000119312506180008/0001193125-06-180008.txt,1
FTR,20520,2013-02-27,https://www.sec.gov/Archives/edgar/data/20520/000002052013000011/0000020520-13-000011.txt,1
KO,21344,2011-02-28,https://www.sec.gov/Archives/edgar/data/21344/000104746911001506/0001047469-11-001506.txt,1
BA,12927,2011-02-09,https://www.sec.gov/Archives/edgar/data/12927/000119312511028490/0001193125-11-028490.txt,1
AEP,4904,2006-03-01,https://www.sec.gov/Archives/edgar/data/4904/000000490406000034/0000004904-06-000034.txt,1
INTC,50863,2017-02-17,https://www.sec.gov/Archives/edgar/data/50863/000005086317000012/0000050863-17-000012.txt,1
LH,920148,2015-02-26,https://www.sec.gov/Archives/edgar/data/920148/000092014815000020/0000920148-15-000020.txt,1
SIAL,90185,1997-03-27,https://www.sec.gov/Archives/edgar/data/90185/0000090185-97-000004.txt,1
DOW,29915,2008-02-19,https://www.sec.gov/Archives/edgar/data/29915/000104746908001482/0001047469-08-001482.txt,0
EBAY,1065088,2004-03-08,https://www.sec.gov/Archives/edgar/data/1065088/000089161804000676/0000891618-04-000676.txt,1
FE,1031296,2007-02-28,https://www.sec.gov/Archives/edgar/data/1031296/000004077907000024/0000040779-07-000024.txt,1
JOY,801898,2014-12-19,https://www.sec.gov/Archives/edgar/data/801898/000080189814000129/0000801898-14-000129.txt,0
CBG,1138118,2011-03-01,https://www.sec.gov/Archives/edgar/data/1138118/000119312511051618/0001193125-11-051618.txt,0
MDT,1613103,2015-06-23,https://www.sec.gov/Archives/edgar/data/1613103/000161310315000028/0001613103-15-000028.txt,1
MAC,912242,2004-03-12,https://www.sec.gov/Archives/edgar/data/912242/000104746904007699/0001047469-04-007699.txt,1
JNPR,1043604,2014-02-26,https://www.sec.gov/Archives/edgar/data/1043604/000104360414000038/0001043604-14-000038.txt,0
UNP,100885,2013-02-08,https://www.sec.gov/Archives/edgar/data/100885/000119312513045658/0001193125-13-045658.txt,1
HRB,12659,2007-06-29,https://www.sec.gov/Archives/edgar/data/12659/000095013707009521/0000950137-07-009521.txt,0
ROP,882835,2007-03-01,https://www.sec.gov/Archives/edgar/data/882835/000088283507000005/0000882835-07-000005.txt,1
M,794367,2006-04-13,https://www.sec.gov/Archives/edgar/data/794367/000095015206003165/0000950152-06-003165.txt,1
GM,1467858,2017-02-07,https://www.sec.gov/Archives/edgar/data/1467858/000146785817000028/0001467858-17-000028.txt,1
TXN,97476,1996-02-23,https://www.sec.gov/Archives/edgar/data/97476/0000097476-96-000014.txt,1
LB,701985,1999-04-21,https://www.sec.gov/Archives/edgar/data/701985/0000950109-99-001502.txt,1
APC,773910,1999-03-15,https://www.sec.gov/Archives/edgar/data/773910/0000950129-99-000950.txt,1
DNR,945764,2014-02-28,https://www.sec.gov/Archives/edgar/data/945764/000094576414000014/0000945764-14-000014.txt,0
JOY,801898,2015-12-21,https://www.sec.gov/Archives/edgar/data/801898/000080189815000122/0000801898-15-000122.txt,0
PG,80424,2003-09-11,https://www.sec.gov/Archives/edgar/data/80424/000095015203008195/0000950152-03-008195.txt,1
CMS,811156,2009-02-25,https://www.sec.gov/Archives/edgar/data/811156/000095015209001765/0000950152-09-001765.txt,1
SIAL,90185,2001-03-28,https://www.sec.gov/Archives/edgar/data/90185/000102140801001907/0001021408-01-001907.txt,1
MSFT,789019,2017-08-02,https://www.sec.gov/Archives/edgar/data/789019/000156459017014900/0001564590-17-014900.txt,1
DG,29534,2014-03-20,https://www.sec.gov/Archives/edgar/data/29534/000104746914002721/0001047469-14-002721.txt,1
VTR,740260,2013-02-19,https://www.sec.gov/Archives/edgar/data/740260/000074026013000047/0000740260-13-000047.txt,0
MAT,63276,2009-02-26,https://www.sec.gov/Archives/edgar/data/63276/000119312509038925/0001193125-09-038925.txt,1
PEP,77476,1995-03-28,https://www.sec.gov/Archives/edgar/data/77476/0000077476-95-000017.txt,1
DE,315189,2003-12-22,https://www.sec.gov/Archives/edgar/data/315189/000119312503098064/0001193125-03-098064.txt,1
PX,884905,2017-03-01,https://www.sec.gov/Archives/edgar/data/884905/000088490517000007/0000884905-17-000007.txt,1
BK,1390777,2013-02-28,https://www.sec.gov/Archives/edgar/data/1390777/000119312513084562/0001193125-13-084562.txt,1
AN,350698,2001-03-30,https://www.sec.gov/Archives/edgar/data/350698/000095016801000660/0000950168-01-000660.txt,1
WMT,104169,1998-04-23,https://www.sec.gov/Archives/edgar/data/104169/0000104169-98-000003.txt,1
BA,12927,1994-03-17,https://www.sec.gov/Archives/edgar/data/12927/0000012927-94-000004.txt,1
CAT,18230,2004-03-10,https://www.sec.gov/Archives/edgar/data/18230/000001823004000161/0000018230-04-000161.txt,1
MTB,36270,2012-02-23,https://www.sec.gov/Archives/edgar/data/36270/000119312512075161/0001193125-12-075161.txt,1
DOW,29915,2010-02-19,https://www.sec.gov/Archives/edgar/data/29915/000002991510000024/0000029915-10-000024.txt,1
MCD,63908,2005-03-04,https://www.sec.gov/Archives/edgar/data/63908/000119312505042609/0001193125-05-042609.txt,1
PG,80424,1997-09-10,https://www.sec.gov/Archives/edgar/data/80424/0000080424-97-000062.txt,1
MCD,63908,1997-03-28,https://www.sec.gov/Archives/edgar/data/63908/0000063908-97-000007.txt,1
REGN,872589,2000-03-06,https://www.sec.gov/Archives/edgar/data/872589/0000889812-00-001090.txt,1
CL,21665,2008-02-28,https://www.sec.gov/Archives/edgar/data/21665/000119312508041526/0001193125-08-041526.txt,0
ADM,7084,2010-08-30,https://www.sec.gov/Archives/edgar/data/7084/000000708410000043/0000007084-10-000043.txt,0
NWS,1564708,2015-08-13,https://www.sec.gov/Archives/edgar/data/1564708/000119312515288946/0001193125-15-288946.txt,0
YUM,1041061,2003-03-11,https://www.sec.gov/Archives/edgar/data/1041061/000104106103000003/0001041061-03-000003.txt,1
MYL,69499,1996-06-26,https://www.sec.gov/Archives/edgar/data/69499/0000069499-96-000033.txt,0
YUM,1041061,2016-02-16,https://www.sec.gov/Archives/edgar/data/1041061/000104106116000056/0001041061-16-000056.txt,1
KEY,91576,2015-03-02,https://www.sec.gov/Archives/edgar/data/91576/000119312515072950/0001193125-15-072950.txt,0
ALXN,899866,2000-10-06,https://www.sec.gov/Archives/edgar/data/899866/000091205700044105/0000912057-00-044105.txt,1
M,794367,2013-04-03,https://www.sec.gov/Archives/edgar/data/794367/000079436713000092/0000794367-13-000092.txt,1
VTR,740260,2015-02-13,https://www.sec.gov/Archives/edgar/data/740260/000074026015000062/0000740260-15-000062.txt,0
PNC,713676,2012-02-29,https://www.sec.gov/Archives/edgar/data/713676/000119312512087345/0001193125-12-087345.txt,1
AVY,8818,2017-02-23,https://www.sec.gov/Archives/edgar/data/8818/000104746917000881/0001047469-17-000881.txt,1
MRK,310158,2010-03-01,https://www.sec.gov/Archives/edgar/data/310158/000095012310018679/0000950123-10-018679.txt,1
L,60086,2008-02-27,https://www.sec.gov/Archives/edgar/data/60086/000006008608000018/0000060086-08-000018.txt,0
FISV,798354,2006-03-15,https://www.sec.gov/Archives/edgar/data/798354/000119312506055120/0001193125-06-055120.txt,1
WY,106535,2016-02-17,https://www.sec.gov/Archives/edgar/data/106535/000010653516000046/0000106535-16-000046.txt,1
KRFT,1545158,2015-02-19,https://www.sec.gov/Archives/edgar/data/1545158/000154515815000018/0001545158-15-000018.txt,1
EBAY,1065088,2012-01-31,https://www.sec.gov/Archives/edgar/data/1065088/000106508812000006/0001065088-12-000006.txt,1
LLY,59478,2012-02-24,https://www.sec.gov/Archives/edgar/data/59478/000119312512078393/0001193125-12-078393.txt,1
PGR,80661,1997-03-31,https://www.sec.gov/Archives/edgar/data/80661/0000950152-97-002528.txt,1
LUV,92380,2002-02-04,https://www.sec.gov/Archives/edgar/data/92380/000095013402000776/0000950134-02-000776.txt,0
XRAY,818479,2009-02-20,https://www.sec.gov/Archives/edgar/data/818479/000081847909000034/0000818479-09-000034.txt,1
DFS,1393612,2014-02-25,https://www.sec.gov/Archives/edgar/data/1393612/000139361214000012/0001393612-14-000012.txt,1
XLNX,743988,2013-05-23,https://www.sec.gov/Archives/edgar/data/743988/000074398813000018/0000743988-13-000018.txt,1
T,732717,2016-02-18,https://www.sec.gov/Archives/edgar/data/732717/000073271716000147/0000732717-16-000147.txt,1
R,85961,2004-02-26,https://www.sec.gov/Archives/edgar/data/85961/000095014404001726/0000950144-04-001726.txt,1
PCG,1004980,2012-02-16,https://www.sec.gov/Archives/edgar/data/1004980/000119312512065537/0001193125-12-065537.txt,1
CCL,815097,2014-01-29,https://www.sec.gov/Archives/edgar/data/815097/000119312514025514/0001193125-14-025514.txt,1
IBM,51143,2003-03-10,https://www.sec.gov/Archives/edgar/data/51143/000104746903008194/0001047469-03-008194.txt,1
TWX,1105705,2006-02-27,https://www.sec.gov/Archives/edgar/data/1105705/000095014406001556/0000950144-06-001556.txt,1
MYL,69499,2005-05-20,https://www.sec.gov/Archives/edgar/data/69499/000095015205004620/0000950152-05-004620.txt,1
RRC,315852,2006-02-23,https://www.sec.gov/Archives/edgar/data/315852/000095013406003597/0000950134-06-003597.txt,1
MMM,66740,2014-02-13,https://www.sec.gov/Archives/edgar/data/66740/000110465914009773/0001104659-14-009773.txt,1
AMZN,1018724,2012-02-01,https://www.sec.gov/Archives/edgar/data/1018724/000119312512032846/0001193125-12-032846.txt,1
BMY,14272,1998-03-31,https://www.sec.gov/Archives/edgar/data/14272/0000014272-98-000002.txt,1
HBAN,49196,2016-02-17,https://www.sec.gov/Archives/edgar/data/49196/000004919616000032/0000049196-16-000032.txt,1
UPS,1090727,2004-03-05,https://www.sec.gov/Archives/edgar/data/1090727/000095014404002063/0000950144-04-002063.txt,1
CELG,816284,2011-03-01,https://www.sec.gov/Archives/edgar/data/816284/000095012311020640/0000950123-11-020640.txt,1
ARG,804212,2013-05-22,https://www.sec.gov/Archives/edgar/data/804212/000080421213000015/0000804212-13-000015.txt,1
AMT,1053507,2012-02-29,https://www.sec.gov/Archives/edgar/data/1053507/000119312512086162/0001193125-12-086162.txt,1
CCL,815097,1999-02-25,https://www.sec.gov/Archives/edgar/data/815097/0000815097-99-000003.txt,1
APC,773910,2004-03-04,https://www.sec.gov/Archives/edgar/data/773910/000095012904001009/0000950129-04-001009.txt,1
ADSK,769397,2012-03-15,https://www.sec.gov/Archives/edgar/data/769397/000076939712000005/0000769397-12-000005.txt,1
MSFT,789019,2003-09-05,https://www.sec.gov/Archives/edgar/data/789019/000119312503045632/0001193125-03-045632.txt,1
SIAL,90185,2011-02-09,https://www.sec.gov/Archives/edgar/data/90185/000119312511028579/0001193125-11-028579.txt,0
HIG,874766,2004-02-27,https://www.sec.gov/Archives/edgar/data/874766/000094857204000011/0000948572-04-000011.txt,1
SNI,1430602,2009-03-05,https://www.sec.gov/Archives/edgar/data/1430602/000119312509046284/0001193125-09-046284.txt,1
DIS,1001039,2007-11-21,https://www.sec.gov/Archives/edgar/data/1001039/000119312507252227/0001193125-07-252227.txt,0
XRAY,818479,2013-02-20,https://www.sec.gov/Archives/edgar/data/818479/000081847913000008/0000818479-13-000008.txt,1
M,794367,2000-04-19,https://www.sec.gov/Archives/edgar/data/794367/0000950152-00-002963.txt,0
ECL,31462,2010-02-26,https://www.sec.gov/Archives/edgar/data/31462/000110465910010302/0001104659-10-010302.txt,1
MCO,1059556,2008-02-29,https://www.sec.gov/Archives/edgar/data/1059556/000119312508042583/0001193125-08-042583.txt,0
BAC,70858,2012-02-23,https://www.sec.gov/Archives/edgar/data/70858/000007085812000155/0000070858-12-000155.txt,1
FL,850209,2010-03-29,https://www.sec.gov/Archives/edgar/data/850209/000114420410016376/0001144204-10-016376.txt,1
EMR,32604,2013-11-19,https://www.sec.gov/Archives/edgar/data/32604/000003260413000044/0000032604-13-000044.txt,1
BAC,70858,1999-03-22,https://www.sec.gov/Archives/edgar/data/70858/0000950168-99-000782.txt,0
LH,920148,2008-02-26,https://www.sec.gov/Archives/edgar/data/920148/000092014808000071/0000920148-08-000071.txt,0
LMT,936468,2017-02-09,https://www.sec.gov/Archives/edgar/data/936468/000119312517036192/0001193125-17-036192.txt,1
YUM,1041061,2017-02-22,https://www.sec.gov/Archives/edgar/data/1041061/000104106117000016/0001041061-17-000016.txt,1
DLTR,935703,2006-04-12,https://www.sec.gov/Archives/edgar/data/935703/000093570306000017/0000935703-06-000017.txt,1
LMT,936468,2005-02-28,https://www.sec.gov/Archives/edgar/data/936468/000119312505038829/0001193125-05-038829.txt,1
SHW,89800,2007-02-28,https://www.sec.gov/Archives/edgar/data/89800/000095015207001637/0000950152-07-001637.txt,0
VFC,103379,2010-03-03,https://www.sec.gov/Archives/edgar/data/103379/000095012310020525/0000950123-10-020525.txt,1
WFC,72971,2004-03-12,https://www.sec.gov/Archives/edgar/data/72971/000095013404003387/0000950134-04-003387.txt,1
PBCT,1378946,2009-03-02,https://www.sec.gov/Archives/edgar/data/1378946/000119312509042663/0001193125-09-042663.txt,0
GMCR,909954,2000-12-27,https://www.sec.gov/Archives/edgar/data/909954/000090995400000011/0000909954-00-000011.txt,1
YUM,1041061,2010-02-17,https://www.sec.gov/Archives/edgar/data/1041061/000104106110000011/0001041061-10-000011.txt,1
R,85961,2003-03-03,https://www.sec.gov/Archives/edgar/data/85961/000095014403002557/0000950144-03-002557.txt,1
MYL,69499,2011-02-24,https://www.sec.gov/Archives/edgar/data/69499/000095012311017896/0000950123-11-017896.txt,1
DLTR,935703,2012-03-15,https://www.sec.gov/Archives/edgar/data/935703/000093570312000007/0000935703-12-000007.txt,0
JEC,52988,2011-11-21,https://www.sec.gov/Archives/edgar/data/52988/000119312511318681/0001193125-11-318681.txt,0
RSG,1060391,2003-03-27,https://www.sec.gov/Archives/edgar/data/1060391/000095014403003923/0000950144-03-003923.txt,1
LRCX,707549,2015-08-13,https://www.sec.gov/Archives/edgar/data/707549/000119312515290023/0001193125-15-290023.txt,1
FSLR,1274494,2007-03-16,https://www.sec.gov/Archives/edgar/data/1274494/000095015307000576/0000950153-07-000576.txt,1
PNC,713676,2013-03-01,https://www.sec.gov/Archives/edgar/data/713676/000119312513085012/0001193125-13-085012.txt,1
DE,315189,2015-12-18,https://www.sec.gov/Archives/edgar/data/315189/000104746915009300/0001047469-15-009300.txt,0
JOY,801898,2012-12-18,https://www.sec.gov/Archives/edgar/data/801898/000119312512505211/0001193125-12-505211.txt,0
PG,80424,2001-09-12,https://www.sec.gov/Archives/edgar/data/80424/000095015201504449/0000950152-01-504449.txt,1
JWN,72333,2016-03-14,https://www.sec.gov/Archives/edgar/data/72333/000007233316000260/0000072333-16-000260.txt,0
FRT,34903,2006-03-03,https://www.sec.gov/Archives/edgar/data/34903/000119312506044561/0001193125-06-044561.txt,1
ROP,882835,2003-01-15,https://www.sec.gov/Archives/edgar/data/882835/000116923203000270/0001169232-03-000270.txt,1
PFE,78003,2008-02-29,https://www.sec.gov/Archives/edgar/data/78003/000093041308001360/0000930413-08-001360.txt,0
LRCX,707549,2013-08-27,https://www.sec.gov/Archives/edgar/data/707549/000119312513348269/0001193125-13-348269.txt,1
HBAN,49196,2009-02-24,https://www.sec.gov/Archives/edgar/data/49196/000095015209001672/0000950152-09-001672.txt,0
DAL,27904,2009-03-02,https://www.sec.gov/Archives/edgar/data/27904/000119312509042726/0001193125-09-042726.txt,0
TMK,320335,1994-03-25,https://www.sec.gov/Archives/edgar/data/320335/0000950109-94-000538.txt,0
AMT,1053507,2009-02-26,https://www.sec.gov/Archives/edgar/data/1053507/000119312509039177/0001193125-09-039177.txt,1
XLNX,743988,1998-06-19,https://www.sec.gov/Archives/edgar/data/743988/0000743988-98-000004.txt,1
AVY,8818,1996-03-29,https://www.sec.gov/Archives/edgar/data/8818/0000898430-96-001108.txt,1
LB,701985,1996-05-02,https://www.sec.gov/Archives/edgar/data/701985/0000950132-96-000246.txt,1
AMT,1053507,2008-03-14,https://www.sec.gov/Archives/edgar/data/1053507/000119312508057075/0001193125-08-057075.txt,0
REGN,872589,2008-02-27,https://www.sec.gov/Archives/edgar/data/872589/000095012308002191/0000950123-08-002191.txt,0
M,794367,2008-04-01,https://www.sec.gov/Archives/edgar/data/794367/000095015208002496/0000950152-08-002496.txt,0
MAC,912242,2008-02-27,https://www.sec.gov/Archives/edgar/data/912242/000104746908001823/0001047469-08-001823.txt,0
HRB,12659,2015-06-17,https://www.sec.gov/Archives/edgar/data/12659/000157484215000011/0001574842-15-000011.txt,1
JNJ,200406,2014-02-21,https://www.sec.gov/Archives/edgar/data/200406/000020040614000033/0000200406-14-000033.txt,1
LLY,59478,2000-03-30,https://www.sec.gov/Archives/edgar/data/59478/0000950131-00-002201.txt,1
XRAY,818479,2003-03-28,https://www.sec.gov/Archives/edgar/data/818479/000081847903000008/0000818479-03-000008.txt,1
ETR,65984,2010-02-26,https://www.sec.gov/Archives/edgar/data/65984/000006598410000035/0000065984-10-000035.txt,0
UPS,1090727,2007-03-01,https://www.sec.gov/Archives/edgar/data/1090727/000119312507044043/0001193125-07-044043.txt,0
ROP,882835,2011-02-25,https://www.sec.gov/Archives/edgar/data/882835/000088283511000004/0000882835-11-000004.txt,1
ALXN,899866,1998-10-27,https://www.sec.gov/Archives/edgar/data/899866/0001047469-98-038316.txt,1
CMS,811156,2003-03-31,https://www.sec.gov/Archives/edgar/data/811156/000095012403001055/0000950124-03-001055.txt,0
MTB,36270,2017-02-22,https://www.sec.gov/Archives/edgar/data/36270/000156459017002016/0001564590-17-002016.txt,1
R,85961,2011-02-15,https://www.sec.gov/Archives/edgar/data/85961/000095012311013941/0000950123-11-013941.txt,1
LB,701985,2014-03-21,https://www.sec.gov/Archives/edgar/data/701985/000070198514000013/0000701985-14-000013.txt,1
PBI,78814,2011-02-28,https://www.sec.gov/Archives/edgar/data/78814/000093041311001280/0000930413-11-001280.txt,0
DTE,936340,2006-03-08,https://www.sec.gov/Archives/edgar/data/936340/000095012406001039/0000950124-06-001039.txt,1
DOW,29915,2007-02-20,https://www.sec.gov/Archives/edgar/data/29915/000104746907001296/0001047469-07-001296.txt,1
KMI,1506307,2013-03-01,https://www.sec.gov/Archives/edgar/data/1506307/000150630713000015/0001506307-13-000015.txt,1
PXD,1038357,2016-02-19,https://www.sec.gov/Archives/edgar/data/1038357/000103835716000101/0001038357-16-000101.txt,1
IP,51434,1999-03-31,https://www.sec.gov/Archives/edgar/data/51434/0001047469-99-012865.txt,1
YUM,1041061,2011-02-15,https://www.sec.gov/Archives/edgar/data/1041061/000104106111000009/0001041061-11-000009.txt,1
NSC,702165,2016-02-08,https://www.sec.gov/Archives/edgar/data/702165/000070216516000162/0000702165-16-000162.txt,1
AVY,8818,2012-02-27,https://www.sec.gov/Archives/edgar/data/8818/000119312512078843/0001193125-12-078843.txt,1
WMB,107263,1996-03-27,https://www.sec.gov/Archives/edgar/data/107263/0000950134-96-000927.txt,1
LLTC,791907,2005-09-02,https://www.sec.gov/Archives/edgar/data/791907/000095000505000633/0000950005-05-000633.txt,0
EFX,33185,1997-03-31,https://www.sec.gov/Archives/edgar/data/33185/0000931763-97-000464.txt,1
MMM,66740,2003-03-10,https://www.sec.gov/Archives/edgar/data/66740/000006674003000005/0000066740-03-000005.txt,1
EW,1099800,2013-02-28,https://www.sec.gov/Archives/edgar/data/1099800/000104746913001954/0001047469-13-001954.txt,0
EQR,906107,2016-02-25,https://www.sec.gov/Archives/edgar/data/906107/000090610716000029/0000906107-16-000029.txt,0
VMC,1396009,2012-02-29,https://www.sec.gov/Archives/edgar/data/1396009/000119312512089430/0001193125-12-089430.txt,1
BA,12927,2009-02-09,https://www.sec.gov/Archives/edgar/data/12927/000119312509022654/0001193125-09-022654.txt,1
CERN,804753,2002-03-29,https://www.sec.gov/Archives/edgar/data/804753/000095013602000898/0000950136-02-000898.txt,0
GD,40533,1997-03-21,https://www.sec.gov/Archives/edgar/data/40533/0000950133-97-000914.txt,1
EMR,32604,1995-12-21,https://www.sec.gov/Archives/edgar/data/32604/0000032604-95-000011.txt,1
PX,884905,2014-02-25,https://www.sec.gov/Archives/edgar/data/884905/000088490514000013/0000884905-14-000013.txt,1
LLTC,791907,1996-09-27,https://www.sec.gov/Archives/edgar/data/791907/0000950005-96-000778.txt,1
ETR,65984,1996-03-11,https://www.sec.gov/Archives/edgar/data/65984/0000065984-96-000046.txt,1
KR,56873,2001-05-02,https://www.sec.gov/Archives/edgar/data/56873/000095015201501370/0000950152-01-501370.txt,0
SHW,89800,2006-03-07,https://www.sec.gov/Archives/edgar/data/89800/000095015206001786/0000950152-06-001786.txt,1
ZTS,1555280,2016-02-24,https://www.sec.gov/Archives/edgar/data/1555280/000155528016000344/0001555280-16-000344.txt,1
HON,773840,2008-02-15,https://www.sec.gov/Archives/edgar/data/773840/000093041308001037/0000930413-08-001037.txt,0
DLTR,935703,2010-03-19,https://www.sec.gov/Archives/edgar/data/935703/000093570310000010/0000935703-10-000010.txt,1
MAS,62996,2001-03-29,https://www.sec.gov/Archives/edgar/data/62996/000095012401001796/0000950124-01-001796.txt,0
L,60086,2010-02-24,https://www.sec.gov/Archives/edgar/data/60086/000119312510038679/0001193125-10-038679.txt,1
ED,1047862,2006-02-22,https://www.sec.gov/Archives/edgar/data/1047862/000119312506036760/0001193125-06-036760.txt,1
CELG,816284,2001-03-21,https://www.sec.gov/Archives/edgar/data/816284/000100515001000229/0001005150-01-000229.txt,0
EW,1099800,2015-02-20,https://www.sec.gov/Archives/edgar/data/1099800/000104746915000998/0001047469-15-000998.txt,1
BIIB,875045,2017-02-02,https://www.sec.gov/Archives/edgar/data/875045/000087504517000009/0000875045-17-000009.txt,1
BA,12927,2017-02-08,https://www.sec.gov/Archives/edgar/data/12927/000001292717000006/0000012927-17-000006.txt,1
TXN,97476,1994-03-21,https://www.sec.gov/Archives/edgar/data/97476/0000097476-94-000013.txt,1
MCO,1059556,2010-03-01,https://www.sec.gov/Archives/edgar/data/1059556/000119312510043405/0001193125-10-043405.txt,1
